directors,actors,runtime,production_company,audience_rating,G,NC17,NR,PG,PG-13,R,Action & Adventure,Animation,Anime & Manga,Art House & International,Classics,Comedy,Cult Movies,Documentary,Drama,Faith & Spirituality,Gay & Lesbian,Horror,Kids & Family,Musical & Performing Arts,Mystery & Suspense,Romance,Science Fiction & Fantasy,Special Interest,Sports & Fitness,Television,Western
Rupert Wyatt,"Brian Cox, Liam Cunningham, Joseph Fiennes, Seu Jorge, Dominic Cooper",103.0,IFC Films,63.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Anna Boden, Ryan Fleck","Algenis Perez Soto, Alina Vargas, André Holland, Ellary Porterfield, Ann Whitney",118.0,Sony Classics,80.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
Carlos Brooks,"Nick Stahl, Vera Farmiga, Aimee Mullins, James Frain, Jeane Fournier",81.0,Magnolia Pictures,54.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Trygve Allister Diesen, Lucky McKee","Brian Cox, Tom Sizemore, Kyle Gallner, Shiloh Fernandez, Kim Dickens",95.0,Magnolia Pictures,68.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Amy Redford,"Saffron Burrows, Paz de la Huerta, Janeane Garofalo, David Wain, Isaach De Bankolé",95.0,Lightning Media,55.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
John Hillcoat,"Viggo Mortensen, Kodi Smit-McPhee, Charlize Theron, Robert Duvall, Guy Pearce",110.0,The Weinstein Company,68.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
"Hoyt Yeatman, Hoyt Yeatman IV","Nicolas Cage, Sam Rockwell, Steve Buscemi, Tracy Morgan, Dee Bradley Baker",88.0,Walt Disney Pictures,39.0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
Richard Eyre,"Liam Neeson, Antonio Banderas, Laura Linney, Romola Garai, Craig Parkinson",90.0,Image Entertainment,18.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Saul Dibb,"Keira Knightley, Ralph Fiennes, Hayley Atwell, Dominic Cooper, Charlotte Rampling",109.0,Paramount Vantage,67.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Diane English,"Meg Ryan, Annette Bening, Eva Mendes, Debra Messing, Bette Midler",114.0,Picturehouse Entertainment,38.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Michael Mann,"Johnny Depp, Christian Bale, Marion Cotillard, Billy Crudup, Channing Tatum",140.0,Universal Studios,59.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Erick Zonca,"Tilda Swinton, Aidan Gould, Saul Rubinek, Kate del Castillo, Kevin Kilmer",144.0,Magnolia Pictures,67.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Walt Becker, Walter Becker","John Travolta, Robin Williams, Seth Green, Kelly Preston, Conner Rayburn",88.0,Walt Disney Pictures,44.0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0
Jonathan Mostow,"Bruce Willis, Radha Mitchell, Rosamund Pike, Boris Kodjoe, James Ginty",88.0,Touchstone Pictures,38.0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Steven Conrad,"Seann William Scott, Steven Conrad, John C. Reilly, Jenna Fischer, Lili Taylor",86.0,Weinstein Company,28.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
George Tillman Jr.,"Jamal Woolard, Angela Bassett, Derek Luke, Antonique Smith, Anthony Mackie",122.0,Fox Searchlight Pictures,65.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
Malcolm D. Lee,"Samuel L. Jackson, Bernie Mac, Sharon Leal, Adam Herschman, Sean Hayes",100.0,MGM,58.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"Anthony Leondis, Tony Leondis","John Cusack, Steve Buscemi, John Cleese, Jennifer Coolidge, Arsenio Hall",86.0,MGM,38.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Cary Joji Fukunaga,"Paulina Gaitan, Edgar Flores, Kristyan Ferrer, Diana García, Jesus Lira",96.0,Focus Features,89.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Kari Skogland,"Ellen Burstyn, Ellen Page, Kevin Zegers, Dylan Baker, Christine Horne",115.0,Vivendi Entertainment,58.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Betty Thomas,"Justin Long, Eric Bauza, Sean Astin, Zachary Levi, David Cross",89.0,20th Century Fox,49.0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Arnaud Desplechin,"Catherine Deneuve, Mathieu Amalric, Jean-Paul Roussillon, Anne Consigny, Melvil Poupaud",150.0,IFC Films,66.0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Bart Freundlich,"Catherine Zeta-Jones, Justin Bartha, Megan Byrne, Lisa Paige Robinson, Andrew Cherry",97.0,Momentum Picutres,46.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Erik Poppe,"Juliette Binoche, Nikolaj Coster-Waldau, Lauryn Canny, Chloë Annett, Adrianna Cramer Curtis",117.0,Film Movement,65.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Paul McGuigan,"Chris Evans, Dakota Fanning, Camilla Belle, Djimon Hounsou, Cliff Curtis",111.0,Summit Entertainment,42.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
Ric Roman Waugh,"Stephen Dorff, Val Kilmer, Harold Perrineau, Ric Roman Waugh, Sam Shepard",104.0,Sony Pictures Entertainment,82.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
David S. Goyer,"Odette Annable, Gary Oldman, Cam Gigandet, Meagan Good, Jane Alexander",88.0,Rogue Pictures,30.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Rick Jacobson,"Julia Voth, Erin Cummings, America Olivo, Michael Hurst, Ron Melendez",104.0,Freestyle Releasing,29.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ryan Little,"Sean Faris, Penn Badgley, Sean Astin, Gary Cole, Neal McDonough",112.0,Crane Movie Company,75.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Prachya Pinkaew,"JeeJa Yanin, Jija Yanin Vismitananda, Yanin Vismitananda, Hiroshi Abe, Ammara Siripong",110.0,Magnolia Pictures,73.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Alex Kendrick,"Kirk Cameron, Erin Bethea, Ken Bevel, Harris Malcolm, Jason McLeod",122.0,Sherwood Pictures,82.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Tarun Mansukhani, Raj Khosla","Amitabh Bachchan, Abhishek Bachchan, John Abraham, Priyanka Chopra, Bobby Deol",145.0,Yash Raj Films,68.0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Toby Wilkins,"Shea Whigham, Paulo Costanzo, Jill Wagner, Rachel Kerbs",82.0,Magnolia Pictures/Magnet Pictures,49.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Tim Blake Nelson,"Edward Norton, Susan Sarandon, Keri Russell, Richard Dreyfuss, Josh Pais",104.0,First Look Studios,49.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Aditya Chopra,"Shah Rukh Khan, Anushka Sharma, Vinay Pathak, Manmeet Singh, M.K. Raina",96.0,Yash Raj Films,71.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Anne Fletcher,"Sandra Bullock, Ryan Reynolds, Malin Akerman, Craig T. Nelson, Mary Steenburgen",108.0,Walt Disney Pictures,67.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Matt Aselton,"Paul Dano, Zooey Deschanel, John Goodman, Edward Asner, Zach Galifianakis",99.0,First Independent Pictures,34.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
,"Joshua Tickell, Richard Branson, Woody Harrelson, Julia Roberts, Billy Baggett",111.0,Greenlight Theatrical,82.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Mark Tonderai,"William Ash, Christine Bottomley, Andreas Wisniewski, Claire Keelan, Stuart McQuarrie",91.0,IFC Films,37.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Jaume Collet-Serra,"Peter Sarsgaard, Vera Farmiga, Isabelle Fuhrman, CCH Pounder, Jimmy Bennett",123.0,Warner Bros. Pictures,63.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
,,108.0,Warner Bros. Pictures,72.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Todd Phillips,"Bradley Cooper, Ed Helms, Zach Galifianakis, Justin Bartha, Heather Graham",99.0,Warner Bros. Pictures,84.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nelson McCormick,"Dylan Walsh, Penn Badgley, Sela Ward, Amber Heard, Sherry Stringfield",101.0,Screen Gems,35.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Yojiro Takita,"Masahiro Motoki, Ryoko Hirosue, Tsutomu Yamazaki, Kimiko Yo, Takashi Sasano",130.0,Regent Releasing,92.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Dominic Sena,"Nicolas Cage, Ron Perlman, Stephen Campbell Moore, Stephen Graham, Ulrich Thomsen",95.0,Relativity Media,30.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0
Edward Anderson,"Cameron Goodman, Peyton List, Tony Curran, Cullen Douglas, Dave Power",106.0,Magnolia Pictures,36.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"Zach Cregger, Trevor Moore","Zach Cregger, Trevor Moore, Raquel Alessi, Molly Stanton, Holly Hindman",89.0,20th Century Fox,29.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"William Olsson, William Sten Olsson","Cameron Bright, Gretchen Mol, James Rebhorn, Mark Pellegrino, Perrey Reeves",93.0,Screen Media Films,41.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Paul Solet,"Jordan Ladd, Samantha Ferris, Gabrielle Rose, Malcolm Stewart, Serge Houde",94.0,Anchor Bay Entertainment,31.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Nikolai Muellerschoen,"Tomas Koutnik, Matthias Schweighöfer, Lena Headey, Til Schweiger, Joseph Fiennes",106.0,Monterey Media,43.0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Daniel Myrick,"Jonas Ball, Chems-Eddine Zinoune, Matthew R. Anderson, Jon Huertas, Mike C. Williams",90.0,IFC Films,32.0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0
Mitchell Lichtenstein,"Demi Moore, Parker Posey, Rip Torn, Ellen Barkin, Christian Camargo",96.0,Roadside Attractions,21.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Noah Buschel,"Michael Shannon, Frank Wood, Amy Ryan, Linda Emond, John Ventimiglia",95.0,Strand Releasing,44.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Lukas Moodysson,"Michelle Williams, Gael García Bernal, Sophie Nyweide, Tom McCarthy, Marife Necesito",125.0,IFC Films,63.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joe Berlinger,"Pablo Fajardo, Luis Yanza, Germán Yáñez, Adolfo Callejas, Diego Larrea",104.0,First Run Features,85.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Oren Moverman,"Ben Foster, Woody Harrelson, Samantha Morton, Jena Malone, Eamonn Walker",112.0,Oscilloscope Pictures,75.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Joel Anderson,"Talia Zucker, David Pledger, Martin Sharpe, Rosemary Traynor, Steve Jodrell",89.0,After Dark Films,62.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Bohdan Sláma,"Pavel Liska, Zuzana Bydzovská, Ladislav Sedivý, Marek Daniel, Tereza Vorísková",115.0,Film Movement,72.0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Kevin Tancharoen,"Collins Pennie, Kristy Flores, Asher Book, Paul Iacono, Paul McGill",107.0,MGM,36.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
Kirby Dick,"Barney Frank, Jim McGreevey, Michelangelo Signorile, Tammy Baldwin (II), Wayne Barrett",90.0,Magnolia Pictures,76.0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Anthony Fabian,"Sophie Okonedo, Alice Krige, Sam Neill, Ben Botha, Hannes Brummer",107.0,Elysian Films,79.0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Park Chan-wook,"Ok-bin Kim, Shin Ha-Gyun, Kim Hae-suk, Oh Dal-su, Song Young-chang",133.0,Focus Features,75.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
Johnnie To,"Johnny Hallyday, Sylvie Testud, Anthony Wong, Gordon Lam, Suet Lam",108.0,IFC Films,60.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Chris Nahon,"Gianna Jun, Koyuki, Michael Byrne, Colin Salmon, Allison Miller",89.0,Samuel Goldwyn Films,33.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Jonas Pate,"Kevin Spacey, Dallas Roberts, Jack Huston, Keke Palmer, Pell James",104.0,Roadside Attractions,50.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Panna Rittikrai, Prachya Pinkaew, Tony Jaa","Tony Jaa, Sorapong Chatree, Sorapong Chatri, Sarunyu Wongkrachang, Sarunyu Wongkrajang",97.0,Magnolia Pictures,53.0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Glendyn Ivin,"Hugo Weaving, Tom Russell, Anita Hegh, John Brumpton, Sonya Suares",100.0,Music Box Films,65.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joseph Kosinski,"Jeff Bridges, Garrett Hedlund, Olivia Wilde, Bruce Boxleitner, James Frain",125.0,Walt Disney Pictures,63.0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Reginald Harkema,"Gregory Smith, Kristen Hager, Ryan Robbins, Don McKellar, Peter MacNeill",85.0,E1 Entertainment,27.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
Rob Stefaniuk,"Rob Stefaniuk, Dave Foley, Jessica Paré, Malcolm McDowell, Henry Rollins",91.0,Independent Films,53.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0
Atom Egoyan,"Liam Neeson, Julianne Moore, Amanda Seyfried, Max Thieriot, Nina Dobrev",96.0,Sony Pictures Classics,39.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Joe Dante,"Chris Massoglia, Haley Bennett, Nathan Gamble, Teri Polo, Bruce Dern",92.0,Hole LLC.,46.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0
Dagur Kári,"Brian Cox, Paul Dano, Isild Le Besco, Clark Middleton, Damian Young",98.0,Magnolia Pictures,58.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Joshua Goldin,"Matthew Broderick, Michael Kenneth Williams, Sanaa Lathan, Philip Baker Hall, Jodelle Ferland",95.0,Magnolia Pictures,33.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Chris Smith,Michael Ruppert,80.0,Vitagraph Films,83.0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Julie Ann Robinson,"Miley Cyrus, Greg Kinnear, Bobby Coleman, Liam Hemsworth, Hallock Beals",108.0,Walt Disney Studios,66.0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0
"Thomas Balmès, Thomas Balmès","Tarererua, Hindere, Seiko, Fumito, Susie",79.0,Focus Features,62.0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
Erik White,"Bow Wow, Brandon T. Jackson, Naturi Naughton, Loretta Devine, Ice Cube",95.0,Warner Bros. Pictures,44.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Nanette Burstein,"Drew Barrymore, Justin Long, Charlie Day, Jason Sudeikis, Christina Applegate",98.0,New Line Cinema,52.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"Gary Berlanti, Greg Berlanti","Katherine Heigl, Josh Duhamel, Josh Lucas, Alexis Clagett, Brynn Clagett",113.0,Warner Bros. Pictures,61.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Adam Green,"Emma Bell, Shawn Ashmore, Kevin Zegers, Ed Ackerman, Rileah Vanderbilt",93.0,Anchor Bay,46.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0
"Hervé de Luze, Roman Polanski","Ewan McGregor, Pierce Brosnan, Kim Cattrall, Olivia Williams, Tom Wilkinson",129.0,Summit Entertainment,70.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Miguel Sapochnik,"Jude Law, Forest Whitaker, Alice Braga, Liev Schreiber, Carice van Houten",111.0,Universal Studios,41.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
Daniel Grou,"Claude Legault, Rémy Girard, Fanny Mallette, Martin Dubreuil, Rose-Marie Coallier",105.0,Sundance Selects,68.0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
Anil Sharma,"Salman Khan, Sohail Khan, Mithun Chakaborty, Mithun Chakraborty, Jackie Shroff",156.0,Eros Entertainment,47.0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Debra Granik,"Jennifer Lawrence, John Hawkes, Kevin Breznahan, Dale Dickey, Garret Dillahunt",99.0,Roadside Attractions,76.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Lisa Cholodenko,"Julianne Moore, Annette Bening, Mark Ruffalo, Mia Wasikowska, Josh Hutcherson",104.0,Focus Features,74.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"John Stalberg, Jr.","Adrien Brody, Matt Bush, Sean Marquette, Michael Chiklis, Colin Hanks",99.0,Anchor Bay Entertainment,48.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Anders Anderson,"Jon Hamm, Josh Lucas, James Van Der Beek, Jessica Chastain, Jimmy Bennett",97.0,IFC Films,39.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
Peter Bratt,"Benjamin Bratt, Erika Alexandra, Erika Alexander, Jeremy Ray Valdez, Jesse Borrego",117.0,Screen Media Ventures,72.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Nimród Antal,"Adrien Brody, Topher Grace, Alice Braga, Walton Goggins, Oleg Taktarov",107.0,20th Century Fox,52.0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"Colin Cairnes, Cameron Cairnes","Damon Herriman, Angus Sampson, Anna McGahan, Oliver Ackland, Jamie Kristian",91.0,Doppelganger Releasing,47.0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
Michael Davis,"Jonathan Tucker, Emmanuelle Chriqui, James DeBello, Emmanuelle Chirqui, Katherine Heigl",95.0,Dream Entertainment,50.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
Jim O'Hanlon,"Idris Elba, Gemma Arterton, Charlie Creed-Miles, Franz Drameh, Kierston Wareing",93.0,Green Door Pictures,36.0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
Gus Van Sant,"Matt Damon, John Krasinski, Frances McDormand, Johnny Cicco, Rosemarie DeWitt",106.0,Focus Features,46.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Jim Kammerud, Brian Smith","Jason Alexander, Bobby Lockwood, Susan Blakeslee, Barry Bostwick, Martin Short",73.0,Omega Entertainment,41.0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
Kevin Lima,"Glenn Close, Gérard Depardieu, Ioan Gruffudd, Alice Evans, Ian Richardson",100.0,Buena Vista Pictures,32.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Woo-ping Yuen,"Rongguang Yu, Donnie Yen, Jean Wang, Tsang Sze-Man, James Wong",85.0,Dimension Films,86.0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Thomas Lee, Francis Ford Coppola, Walter Hill","James Spader, Peter Facinelli, Robin Tunney, Wilson Cruz, Angela Bassett",90.0,MGM/UA,17.0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
Andy Tennant,"Jodie Foster, Yun-Fat Chow, Bai Ling, Tom Felton, Syed Alwi",147.0,20th Century Fox,64.0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Stephan Elliott,"Ewan McGregor, Ashley Judd, Jason Priestley, k.d. lang, Patrick Bergin",107.0,Desintation Film Dist. Corp.,32.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0
Ben Younger,"Giovanni Ribisi, Nia Long, Ben Affleck, Tom Everett Scott, Ron Rifkin",120.0,New Line Home Entertainment,78.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0
"Mike Nichols, Mike Nicholson","Garry Shandling, Annette Bening, John Goodman, Greg Kinnear, Ben Kingsley",104.0,Columbia Pictures,28.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
"David Raynr, David Hubbard","Jodi Lyn O'Keefe, Shane West, Marla Sokoloff, Manu Intiraymi, Aaron Paul",94.0,Columbia Pictures,45.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Stephen Frears,"John Cusack, Iben Hjejle, Todd Louiso, Jack Black, Lisa Bonet",113.0,Buena Vista Pictures,90.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Harley Cokeliss,"Ray Liotta, Gloria Reuben, Armin Mueller-Stahl, Daniel Kash, Lisa Owen",97.0,,26.0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
Matt Williams,"Natalie Portman, Ashley Judd, Sally Field, Stockard Channing, Joan Cusack",120.0,Twentieth Century Fox Home Entertainment,76.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
Lisa Krueger,"Heather Graham, Casey Affleck, Luke Wilson, Goran Visnjic, Clea DuVall",98.0,Miramax Films,35.0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"Ralph Zondag, Eric Leighton","D.B. Sweeney, Jonathan Harris, Julianna Margulies, Alfre Woodard, Ossie Davis",82.0,Buena Vista,48.0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"Scott Alexander, Larry Karaszewski","Norm Macdonald, Dave Chappelle, Elaine Stritch, Danny DeVito, Daniel Benzali",81.0,Universal Pictures,48.0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
